FRAME DPS 475  LEITCH;DPS 475;BG475A0048;4156;;ALMOX-A3;10/08/2023;ALM A4 12/09/2021(INVT 08/2023);;
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;051;8588;NOVO;CASA.32;17/07/2023;INSTALADO C.32 17/07/2023 (PEDRO);30/06/2023;NF: PROTOLOCO AGUARDANDO NOTA FISCAL ZAPI
LNB YL-5G3742 3.7-4.2GHZ  SATMAXIMUM;YL-5G3742 3.7-4.2GHZ ;SEM SERIAL;8594;NOVO;CASA.32;17/07/2023;INSTALADO C.32 17/07/2023 (PEDRO);;
SPECTRUM FS300 ROH&SCH;FS300;100868;4532;ALMOX;PREDIO 197(CPD);15/07/2023;SAIU PREDIO 197 15/07/2023 (CPD- CASSIO);;
DECODER DR5000 ATEME;DR5000 HEVC;1903-08031;4541;CASA.62;PREDIO 197;14/07/2023;INSTALADO PREDIO 197 17/07/2023 (WASHINGTON);;
ENCODER CM5000 ATEME;CM5000 1080P ;1413-01374;4478;CASA.28;ALMOX-A3;10/08/2023;ALM  A3 14/07/2023 (V.C.28 PAULO KENEDY)(INVT 08/2023);;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120127;4943;CASA.28;ALMOX-A2;07/08/2023;ALM  A2 14/07/2023 (V.C.28 PAULO KENEDY) (INVT 08/2023);;
RECEPTOR UC-IRD+ UPCOM ;UC-IRD+ (C.PRETA);PB25001020068;4410;CASA.28;CASA.62;03/08/2023;INSTALADO C.62 03/08/2023 (PEDRO/AMERSON);;
DECODER DR5000 ATEME;DR5000;1412-00732;4620;LABORATORIO;FLY MANAUS;13/07/2023;ATUALIZAR;;
ENCODER EN-91 P ADTEC;EM-91 P;201242024;7590;CASA.58;FLY MANAUS;13/07/2023;SEPARADO FLY CASSIO 15/06/2023;19/01/2023;VEIO F&F WORK
ENCODER EN-91 P ADTEC;EM-91 P;201318019;7562;SEPARADO FLY;FLY MANAUS;13/07/2023;SEPARADO FLY CASSIO 15/06/2023;19/01/2023;VEIO F&F WORK
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;N/C;8321;FLY;PREDIO 197;13/07/2023;ISTALADO PREDIO 197 13/07/2023 (DAVID);03/04/2023- ZAP COMERCIAL ELETRONICA LTDA, DANFE 7403 R$ 2.920,00;
FRAME FA-9520 FOR A;FA-9520 ;13961729;4325;SEPARADO BOA VISTA;FLY MANAUS;13/07/2023;INSTALADO CONTEINER TECNICO 01/06/2023 (CASSIO/LUCAS);21/10/2021(NÃO ESTAVA NO SISTEMA);
HPA SSPBM-C200-CRE ADVANTECH;SSPBM-C200-CRE;AMT-C2167;7648;FLY MANAUS;FLY MANAUS (01);13/07/2023;NO KIT FLY 01 13/07/2023 (CASSIO);26/12/2022;VEIO F&F WORK
MODULADOR NS1000 NOVELSAT;NS1000;000191;7595;F&F;ALMOX-F2;17/08/2023;ALM F2 13/07/2023 (V.CASSIO);15/02/2023;VEIO F&F WORK
MODULADOR NS1000 NOVELSAT;NS1000;01076;8288;F&F;ALMOX-F2;17/08/2023;ALM F2 13/07/2023 (V.CASSIO);03/03/2023;VEIO F&F WORK
MODULADOR TS9500 V5 TEC SYS;TS9500 V5;AMCAXB00008;4358;SEPARADO FLY PERU;ALMOX-A2;07/08/2023;ALM A3 13/07/2023 (V.CASSIO) (INVT 08/2023);;
MODULADOR TS9500 V5 TEC SYS;TS9500 V5;AMCAXB00004;4791;CONTEINER BRANCO;SEPARADO FLY PERU;13/07/2023;SAIU CONTEINER TECNICO 06/07/2023 (CASSIO);ALTERADA FRENTE PARA MULTIPLEXER  13/07/2023 (PERU);
MODULADOR TS9500 V5 TEC SYS;TS9500 V5;AMCAXB00013;4778;ALMOX;SEPARADO FLY PERU;13/07/2023;SEPARADO PERU LUCAS 04/07/2023;ALTERADA FRENTE PARA MULTIPLEXER  13/07/2023 (PERU);
MONIT AUD ULTHD BLACK MAGIC;AUD ULTHD 4K;1797261;4404;CASA.31;FLY MANAUS;13/07/2023;NO KIT FLY 01 13/07/2023 (CASSIO);;
MONITOR DUO S.V BLACK MAGIC;SMARTVIEW DUO;1732002;4748;;FLY MANAUS ;13/07/2023;NO KIT FLY 01 13/07/2023 (CASSIO);;
LNB 5250RF BAND-C 3.7 A 4.7 GHZ NORSAT;5250RF;2108-N20204-10142;8392;CASA.62;PREDIO 197;13/07/2023;ISTALADO PREDIO 197 13/07/2023 (DAVID);03/04/2023- ZAP COMERCIAL ELETRONICA LTDA, DANFE 7403 R$ 1.585,00;
DECODER KYRION DR5000 ATEME;KYRION DR5000;2250-12655;8430;IMPORTAÇÃO;PREDIO 197;13/07/2023;INSTALADO PREDIO 197 13/07/2023 (WASHINGTON);12/05/2023;DI: 23/0906295-1
DECODER KYRION DR5000 ATEME;KYRION DR5000;2250-12657;8433;IMPORTAÇÃO;PREDIO 197;13/07/2023;INSTALADO PREDIO 197 13/07/2023 (WASHINGTON);12/05/2023;DI: 23/0906295-1
DECODER KYRION DR5000 ATEME;KYRION DR5000;2250-12658;8431;IMPORTAÇÃO;PREDIO 197;13/07/2023;INSTALADO PREDIO 197 13/07/2023 (WASHINGTON);12/05/2023;DI: 23/0906295-1
HPA SSPBM-C200-CRE ADVANTECH;SSPBM-C200-CRE;AMT-C1719;7828;RIO DE JANEIRO;FLY MANAUS;13/07/2023;NO KIT FLY 01 13/07/2023 (CASSIO);26/12/2022;VEIO F&F WORK
LNB YL-5G3742 3.7-4.2GHZ  SATMAXIMUM;YL-5G3742 3.7-4.2GHZ ;SEM SERIAL;8525;FLY;PREDIO 197;13/07/2023;ISTALADO PREDIO 197 13/07/2023 (DAVID);;
ENCODER HVE9100S NTT ELETRON;HVE9100S;E10061308;8530;F&F;SEPARADO FLY PERU;13/07/2023;SEPARADO PERU LUCAS 04/07/2023;07/06/2023;VEIO F&F WORK (BOM JESUS)
REMOTE 16R250012000 ADVANTECH;16R250012000;AMT-C1605;7512;LABORATORIO ;FLY MANAUS;13/07/2023;ALM F2 15/06/2023 (V.CASSIO);15/06/2023;VEIO F&F WORK
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;054;8587;NOVO;PREDIO 197;13/07/2023;ISTALADO PREDIO 197 13/07/2023 (DAVID);30/06/2023;NF: PROTOLOCO AGUARDANDO NOTA FISCAL ZAPI
BOTON. SMART VIDEO HUB BLACKMAGIC;"SMART VIDEO HUB ""16""";1263502;8291;CASA.33;CASA.03;17/08/2023;INSTALADO C.03 17/08/2023 (ANDRES);03/03/2023;VEIO F&F WORK
DECODER DR5000 ATEME;DR5000 HEVC;1842-07963;4196;PREDIO 197;MCR 366;11/07/2023;SAIU MCR 366 11/07/2023 (WASHINGTON);;
DECODER DR5000 ATEME;DR5000;1535-02713;8070;PREDIO 197;MCR 366;11/07/2023;SAIU MCR 366 11/07/2023 (WASHINGTON);24/01/2023;VEIO F&F WORK
NOBREAK 9PX6 KVA EATON;9PX6 KVA  (DANFE 138 AT EMP);G203F05055;4695;CASA.07;POWERENG MANUTENÇÃO;11/07/2023;SAIU MANUTENÇÃO POWERENG 11/07/2023;;
REMOTE 16R250012000C ADVANTECH;16R250012000C;AMT-C5707;4527;BETEL MANUTENCAO;LABORATORIO;11/07/2023;LABORATORIO 11/07/2023 (VEIO BETEL);;
DECODER DR5000 ATEME;DR5000;1412-00728;8605;MCR 366;PREDIO 197 (CPD);10/07/2023;INSTALADO PREDIO 197 CPD 10/07/2023 (WASHINGTON);;
DECODER DR5000 ATEME;DR5000 HEVC;1842-07968;8604;MCR 366;PREDIO 197 (CPD);10/07/2023;INSTALADO PREDIO 197 CPD 10/07/2023 (WASHINGTON);;
DECODER HVD9100 NTT ELETRO;HVD9100;D09010514;7107;ALMOX;PREDIO 197 (CPD);10/07/2023;INSTALADO PREDIO 197 CPD 10/07/2023 (WASHINGTON);;
ENCODER EN-91 ADTEC;EN-91;201134203;7783;CASA.58;RECIFE;08/07/2023;SAIU RECIFE 08/07/2023 (AUT. ALINE);06/02/2023;VEIO F&F WORK
DECODER DR8400 ATEME;DR8400;1249-00897;4628;CASA.58;PREDIO 197;07/07/2023;INSTALADO PREDIO 197 07/07/2023 (CHITÃO LEVOU P/ TESTES);;
CONVERSOR FIBRA 4K TRANSMISSOR SEEONE;TX FIBRA 12G (4K);MH-020230306149257;8360;NOVO;CASA.33;07/07/2023;INSTALADO C.33 13/07/2023 (ANDRES);28/04/2023;AGUARDANDO NOTA (PEDRO)
CONVERSOR FIBRA 4K RECEPTOR SEEONE;RX FIBRA 12G (4K);MH-020230306149257;8361;NOVO;CASA.33;07/07/2023;INSTALADO C.33 13/07/2023 (ANDRES);28/04/2023;AGUARDANDO NOTA (PEDRO)
MONITOR BVM 8045QD SONY (VTI);BVM 8045QD;2002931;4494;LABORATORIO ;CASA.33;06/07/2023;SAIU C.33 06/07/2023 (ANDRES);;
MONITOR DT-V9L1DU JVC;DT-V9L1DU;7590040;4172;CASA.33;ALMOX;06/07/2023;INSTALADO C.33 18/05/2023 (ANDRES) INVT;;
MONITOR DT-V9L3DY JVC;DT-V9L3DY;7590033;4173;CASA.33;ALMOX;06/07/2023;INSTALADO C.33 18/05/2023 (ANDRES) INVT;;
MONITOR PBM-317S  PLURA;PBM-317S;12APL173S0390;4276;CASA.33;ALMOX;06/07/2023;ALM H1 06/07/2023 (V.C.33 ANDRES);;
FILTRO 5G SATÉLITE BANDA-C 3.80 A 4.20 GHz COMBO;N/C;N/C;8314;CASA.07;CASA.07;05/07/2023;INSTALADO C.07 05/07/2023 DODO;31/03/2023;
MODULADOR TS9500 TEC SYS (5);TS9500 16APSK;AKLAHO00038;4341;SBT - BELEM;TECSYS MANUTENÇÃO;05/07/2023;SAIU MANUTENÇÃO TECSYS 05/07/2023;;
MULTIVIWER DMON-16SL DECIMATOR;DMON-16SL;MPA01025;4776;CASA.32;BETEL MANUTENCAO;05/07/2023;SAIU MANUTENÇÃO BETEL 05/07/2023;;
NOBREAK 9PX6KI EATON;9PX6KI;G203M03040;7814;CASA.32;CASA.07;05/07/2023;INSTALADO C.07 05/07/2023 (DODO/OSMAR);01/12/2021 NF: 2011611 - INGRAM;
RECEP BE-IRD-5502PH TELAIRITY;BE-IRD-5502PH;PK09001210084;8602;PARAGUAI (CASSIO);BETEL MANUTENCAO;05/07/2023;SAIU MANUTENÇÃO BETEL 05/07/2023;É TELAIRITY DENTRO DE UM UPCOM (TROCA PARAGUAI CASSIO);
MODULADOR NS1000 NOVELSAT;NS1000;01010;7558;LABORATÓRIO;CASA.07;05/07/2023;INSTALADO C.07 05/07/2023 (CASSIO);14/04/2023;VEIO F&F WORK
RECEPTOR DCH-5000P PBI;DCH-5000P;5301001210051;8601;F&F;BETEL MANUTENCAO;05/07/2023;SAIU MANUTENÇÃO BETEL 05/07/2023;05/07/2023;VEIO F&F WORK
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120109;4850;RECIFE FLY 01 CASSIO;SEPARADO FLY PERU;04/07/2023;SEPARADO PERU LUCAS 04/07/2023;;
SPECTRUM ANALYZER  8591C HP;8591C;3543A01150;7729;CASA.58;RF SERVIÇOS MANUTENÇÃO;04/07/2023;SAIU MANUTENÇÃO RF SERVIÇOS 04/07/2023;23/01/2023;VEIO F&F WORK
SPECTRUM ANALYZER 8594E HP;8594E;3624A03252;4171;CASA.20;RF SERVIÇOS MANUTENÇÃO;04/07/2023;SAIU MANUTENÇÃO RF SERVIÇOS 04/07/2023;;
ENCODER TITAN DXYMYP3 ATEME;TITAN DXYMYP3;30351732519;8599;CASA.03;CASA.62;08/08/2023;INSTALADO C.62 09/08/2023 (PEDRO);04/07/2023;NÃO CONSTAVA. SIST.
ENCODER TITAN 7LBKMJ3 ATEME;TITAN 7LBKMJ3;16526704143;8598;;CASA.03;17/08/2023;INSTALADO C.33 04/07/2023 (ANDRES);04/07/2023;NÃO CONSTAVA. SIST.
CONV. AV TERANEX BLACK MAGIC;AV;533279;SEEGMA;SEEGMA;ALMOX-F1;18/08/2023;VEIO SEEGMA 04/07/2023 (PEDRO CIENTE);04/07/2023 (EMPRESTADO SEEGMA);PERTENCE A SEEGMA 
MONITOR DUO S.V BLACK MAGIC;DUO S.V;1730814;8600;DAVID TI;CASA.33;17/08/2023;INSTALADO C.33 17/08/2023 (LUCAS);04/07/2023;VEIO F&F WORK ?
CONV. AV 2D TERANEX BLACK MAGIC;2D TERANEX;1703847;7713;CASA.62;ALMOX-B2;18/08/2023;ALM B203/07/2023 (V.C.62 LULU);;
HPA XTRS-200L  XICOM TECHNOLOGY;XTRS-200L BANDA L;14329;8597;MCR 366;BETA MANUTENÇÃO;03/07/2023;SAIU MANUTENÇÃO BETA 03/07/2023;;
MODULADOR TS9500 TEC SYS;TS9500;BIEA 00035;4554;BAND TV;MCR 366;03/07/2023;SAIU MCR 366 03/07/2023 (CASSIO/LUCAS);;
MULTIPLEXER TS9600-4 TEC SYS;TS9600-4;AMDALE00009;8596;MCR 366;ALMOX-A2;07/08/2023;ALM B2 03/07/2023 (V.MCR 366 CASSIO) (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AKFALE00009 DANFE 5595;8595;MCR 366;ALMOX-A2;07/08/2023;ALM B2 03/07/2023 (V.MCR 366 CASSIO) (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AMDALE00011;4595;TECSYS MANUTEÇÃO;CONTEINER TECNICO;01/08/2023;INSTALADO CONTEINER TECNICO 01/08/2023´(INVT 2023);;
REMOTE OCP-200 IKEGAMI;OCP-200 (JS);AA93595E;4690;CASA.07;VILA MATILDE;03/07/2023;ENVIADO PARA V.MATILDE;18/01/2022(não xonstava no sistema);
HPA 400W KU T04CO - CPI;T04CO  400W;SH6634L6;7827;BETA;SUCATA LABORATORIO;03/07/2023;SUCATA 03/07/2023 (VEIO BETA);04/07/2023;VEIO F&F WORK
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;059;8591;NOVO;PREDIO 197;18/08/2023;INSTALADO PREDIO 197 18/08/2023 (DAVID);30/06/2023;NF: PROTOLOCO AGUARDANDO NOTA FISCAL ZAPI
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;060;8592;NOVO;PREDIO 197;18/08/2023;INSTALADO PREDIO 197 18/08/2023 (DAVID);30/06/2023;NF: PROTOLOCO AGUARDANDO NOTA FISCAL ZAPI
DECODER DR5000 ATEME;DR5000 HEVC;1412-00733;4257;CASA.43;CONTEINER TECNICO (DEFEITO);29/06/2023;LABORATORIO DEFEITO 23/06/2023 (SAIU DO C.62);04/10/2021 (NÃO CONST SIST (TEM DI);
ENCODER CM5000 ATEME;CM5000 HEVC;1719-06091;4453;CASA.43;CASA.28;14/08/2023;INSTALADO C.28 14/08/2023 (PAULO KENNEDY);;
ENCODER EN-91 ADTEC;EN-91;201228015;7640;RECIFE FLY 02 CASSIO;FLY SEPARADA PERU 2023;31/07/2023;SEPARADA FLY PERU LABORATORIO 31/07/2023 (CASSIO);12/01/2023;VEIO F&F WORK
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AMDALE00007;4594;ALMOX;ALMOX-A2;07/08/2023;ALM A2 11/04/2023  (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AKEALE00006 DANFE 5434;4792;CASA.33;ALMOX-A2;07/08/2023;ALM A2 11/04/2023  (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AIDN00024;4789;CASA.44;ALMOX-A2;07/08/2023;ALMOX.A2 16/11/2022 (V.CASSIO) (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AKEALE00005;4649;CASA.32;ALMOX-A2;07/08/2023;ALM A3 04/11/2022 (V.C.32 CASSIO) (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8;AMDALE00010;4561;CASA.38;ALMOX-A2;07/08/2023;ALM A2 10/10/2022 (V.C.38 CASSIO) (INVT 08/2023);;
MULTIPLEXER TS9600-8 TEC SYS;TS9600-8 ;ANCALE00002;4562;BAND TV;ALMOX-A2;07/08/2023;ALM A3 05/05/2023 (V. BAND TV PEDRO) (INVT 08/2023);;
RECEP BE-IRD-5502PH TELAIRITY;BE IRD 5502PH 264;PK06001040064;7082;ALMOX;LABORATORIO RACK;29/06/2023;LABORATORIO RACK CASSIO;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD (C PRETA);LAPK182190118;7005;ALMOX-A2;CASA.28;14/08/2023;INSTALADO C.28 14/08/2023 (PAULO KENNEDY);;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+ PRETO;PB25001020065;4090;ALMOX-A2;CASA.28;14/08/2023;INSTALADO C.28 14/08/2023 (PAULO KENNEDY);;
SWITCHER PAINEL  ATEM  PRO 4K BLACK MAG;ATEM  TELEVISON STUDIO PRO 4K;5760243;0475;VILA MATILDE;PREDIO 197;29/06/2023;INTALADO PREDIO 197 29/06/2023 (AMER) V. VILA MATILDE;29/06/2020;
SPECTRUM ANALYZER E4411A HP;E4411A;US36450220;8491;PREDIO 197;CARRASCO (FAZENDA);29/06/2023;SAIU FAZENDA CARRASCO 29/06/2023 (AUT.CASSIO);24/05/2023;NÃO CONST SIST
ENCODER EN-91 ADTEC;EM-91;201238023;7593;RECIFE FLY 01 CASSIO;FLY SEPARADA PERU 2023;31/07/2023;SEPARADA FLY PERU LABORATORIO 31/07/2023 (CASSIO);01/06/2023;VEIO F&F WORK
CONV. AV TERANEX BLACK MAGIC;AV TERANEX;6134516;8585;PARAGUAI (NOVO);PREDIO 197;15/08/2023;SAIU PREDIO 197 15/08/2023 (MANOEL);29/06/2023;VEIO PARAGUAI(CASSIO) 
CAIXA ACUSTICA SMS-1P SONY;SMS-1P;803199;8514;F&F;V.MATILDE RAFAEL;28/06/2023;SAIU V.MATILDE RAFAEL 28/06/2023;;VEIO F&F WORK
MONITOR LM5009-A11 KROMA;LM5009-A11;01-8A09-0873;4931;ALMOX;CASA.62;28/06/2023;INSTALADO C.62 28/06/2023 (PEDRO) INVT 23/06/2023);;
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;SEM SERIAL;8509;RECIFE DAVID;PREDIO 197;28/06/2023;INTALADO PREDIO 197 28/06/2023 (DAVID) ANTENA DE 6METROS;30/05/2023;
LNB YL-5G3742 3.7-4.2GHZ  SATMAXIMUM;YL-5G3742 3.7-4.2GHZ ;SEM SERIAL;8526;RECIFE FLY 02 CASSIO;PREDIO 197;28/06/2023;INTALADO PREDIO 197 28/06/2023 (DAVID) ANTENA DE 6METROS;;
FILTRO 5G SATÉLITE BANDA-C 3.70 A 4.20 GHz ZATECH;ZBPFC-3742;148;8583;CASA.19;PREDIO 197;28/06/2023;INTALADO PREDIO 197 28/06/2023 (DAVID) ANTENA DE 6METROS;23/06/2023;
CAIXA ACUSTICA SMS-1P SONY;SMS-1P;803200;8515;F&F;V.MATILDE RAFAEL;28/06/2023;SAIU V.MATILDE RAFAEL 28/06/2023;;VEIO F&F WORK
LNB YL-5G3742 3.7-4.2GHZ  SATMAXIMUM;YL-5G3742 3.7-4.2GHZ ;SEM SERIAL;8586;RECIFE FLY 02 CASSIO;PREDIO 197;28/06/2023;INTALADO PREDIO 197 28/06/2023 (DAVID) ANTENA DE 6METROS;;
NOBREAK GES602R212035 DELTA;GES602R212035;A1L13B01700WE;8450;CONTEINER TÉCNICO ;STARTUP MANUTENÇÃO;26/06/2023;SAIU MANUTENÇÃO STARTUP 26/06/2023;19/05/2023;VEIO F&F WORK
NOBREAK MP RT 6KVA PHD;MP RT 6KVA;10025448840891300005;4086;CASA.03;STARTUP MANUTENÇÃO;26/06/2023;SAIU MANUTENÇÃO STARTUP 26/06/2023;08/09/2021 (NÃO CONSTAVA SIST.;
NOBREAK MP RT 6KVA PHD;MP RT 6KVA;10025448840891300007;4274;CONTEINER BRANCO;STARTUP MANUTENÇÃO;26/06/2023;SAIU MANUTENÇÃO STARTUP 26/06/2023;08/09/2021 (NÃO CONSTAVA SIST.;
PAINEL CONTROL MFR-16RUW FOR A;MFR-16RUW;15320131;8093;PREDIO 197;RIOT;26/06/2023;SAIU RIOT 26/06/2023 (ERIC) (AUT. L.BIG);06/01/2023;VEIO BROADMEDIA (SÓ PROTOCOLO)
PAINEL CONTROL MFR-16RUW FOR A;MFR-16RUW;15320134;8092;PREDIO 197;RIOT;26/06/2023;SAIU RIOT 26/06/2023 (ERIC) (AUT. L.BIG);06/01/2023;VEIO BROADMEDIA (SÓ PROTOCOLO)
ENCODER CM5000 ATEME;CM5000 ;1611-04465;4598;CONTEINER TECNICO;CASA.28;14/08/2023;INSTALADO C.28 14/08/2023 (PAULO KENNEDY);24/09/2020(VEIO CHICÃO SEM NOTA);
FRAME FRC 7000 FOR A;FRC 7000;11270002;7234;MCR;SEPARADO GLOBO KADUOKA;23/06/2023;SAIU DEMONSTRAÇÃO GLOBO 23/06/2023 (KADUOKA/ALEX);;
FRAME UF-106B FOR A;UF-106B;13810062;4663;MCR;SEPARADO GLOBO KADUOKA;23/06/2023;SAIU DEMONSTRAÇÃO GLOBO 23/06/2023 (KADUOKA/ALEX);;
NOBREAK 9PX6KI EATON;9PX6KI;G203N01061;8582;PREDIO 197;CONTEINER BRANCO;27/07/2023;INSTALADO CONTEINER BRANCO 23/06/2023 (CASSIO );16/11/2022;DANFE: 11.981 - TELCABOS
FRAME FRC 8000 FOR A;FRC 8000;13380078;8581;PREDIO 197;SEPARADO GLOBO KADUOKA;23/06/2023;SAIU DEMONSTRAÇÃO GLOBO 23/06/2023 (KADUOKA/ALEX);22/06/2023;NÃO CONST. SISTEMA (PREDIO 197)
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120162;4592;PREDIO 197;PARAGUAI;22/06/2023;SAIU PARAGUAI 22/06/2023 (CASSIO);;
FILTRO 5G SATÉLITE BANDA-C 3.80 A 4.20 GHz COMBO;N/C;N/C;8507;RECIFE DAVID;CASA.19;22/06/2023;INSTALADO C.19 22/06/2023 (OSMAR/GABRIAL);30/05/2023;
LNB 5150RF NORSAT;5150RF;5372003;8580;CASA.18;CASA.18;22/06/2023;INSTALADO C.18 22/06/2023 (DANIEL);;
MONITOR LN52C530F1M SAMSUNG;LN52C530F1M;Z0UO3XNZ900252K;8579;MANUTENÇÃO;PREDIO 197;21/06/2023;INSTALADO PREDIO 197  21/06/2023(AMER);;
BUC C-BAND 2W NJT5667F JRC;NJT5667F;A04458E23;8087;NOVO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);27/01/2023;VEIO BETA SEM NOTA (NOVO)
BUC C-BAND 2W NJT5667F JRC;NJT5667F;A04455E23;8088;NOVO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);27/01/2023;VEIO BETA SEM NOTA (NOVO)
DECODER RD-60 ADTEC;RD-60;201206025;7949;MCR 366;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);12/01/2023;VEIO F&F WORK
ENCODER EN-91 ADTEC;EN-91;201407018;7944;MCR 366;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);12/01/2023;VEIO F&F WORK
FILTRO 5G SATÉLITE BANDA-C 3.80 A 4.20 GHz COMBA;N/C;N/C;8312;MCR 366;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
FRAME FA-9500 FOR A;FA-9500;13711827;4205;CASA.44;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);21/09/2021 (V.C.38 C/ETIQUETA TRANSLINK);
FRAME FA-9500 FOR A;FA-9500;13712309;4487;CASA.44;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);30/08/2022 ALTERADO PARA S/N: 13713355;
GERADOR EU-3000 HONDA;EU-3000;12685899;8174;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);23/02/2023;VEIO F&F WORK
HPA VZC6964A4 CPI;VZC6964A4;2146;7730;BETA MANUTENÇÃO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);26/12/2022;VEIO F&F WORK
MODULADOR NS1000 NOVELSAT;NS1000;001009;7556;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);23/02/2023;VEIO F&F WORK
MODULADOR NS3000 NOVELSAT;NS3000;3037130836;7710;LABORATORIO TESTE;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);15/02/2023;VEIO F&F WORK
MONIT AUD LAMBDA II LINEAR ACO;LAMBDA II;22616;7099;CASA.28;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
MONITOR DUO S.V BLACK MAGIC;DUO S.V;1731673;4743;LIVE MODE RIO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
MONITOR VIDEO VX17E IKAN;VX17E;201307090084;8173;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);23/02/2023;VEIO F&F WORK
NOBREAK 9PX6 KVA EATON;9PX6 KVA  (DANFE 169 AT EMP);G203F23071;4380;CASA.03;POWERENG MANUTENÇÃO;20/06/2023;SAIU MANUTEÇÃO POWERENG 20/06/2023;NF:0169 - AT. EMP (07/04/2016);
NOBREAK GES702R202035 DELTA;GES702R202035;A1L13901336WJ;7723;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);19/01/2023;VEIO F&F WORK
NOBREAK LMR906-6KVA LOGMASTER;LMR906-6KVA;900061906130031;8053;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);19/01/2023;VEIO F&F WORK
NOTEBOOK IS 1422 SEMP TOSHIBA;IS 1422;120346865;7829;F&F;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);23/02/2023;VEIO F&F WORK
PATCH VIDEO VP2232- BK ADC ;VP2232- BK (1U);SEM SERIAL;4855;CASA.61;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
RECEP BE-IRD-5502PH TELAIRITY;BE-IRD-5502PH;PK09001130061;4260;BETEL MANUTENCAO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);05/10/2021 NÃO CONSTAVA NO SIST.V.C.33;
ROTEADOR RF301K INTELBRAS;RF301K;WF1K5003985QP;8129;NOVO;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);10/02/2023;NS:NUMERO 1
SPECTRUM ANALYZER 8590L HP;8590L;3710A01918;7029;CASA.38;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
LNB 8000FB NORSAT;8000FB;OZNO7181663;8510;CASA.61;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
LNB 8000FB NORSAT;8000FB;CXN02051025;8511;CASA.61;CASA.61;20/06/2023;INSTALADO C.61 20/06/2023 (INVT 20/06/2023 TALLES);;
